code,url,creator,created_t,last_modified_t,product_name,abbreviated_product_name,generic_name,quantity,packaging,packaging_tags,packaging_text,brands,brands_tags,categories,categories_tags,origins,origins_tags,manufacturing_places,manufacturing_places_tags,labels,labels_tags,emb_codes,emb_codes_tags,cities,cities_tags,purchase_places,stores,countries,ingredients_text,allergens,allergens_tags,traces,traces_tags,serving_size,serving_quantity,no_nutriments,additives_n,additives_tags,ingredients_from_palm_oil_n,ingredients_from_palm_oil,ingredients_from_palm_oil_tags,ingredients_that_may_be_from_palm_oil_n,ingredients_that_may_be_from_palm_oil,ingredients_that_may_be_from_palm_oil_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,states,brand_owner,ecoscore_score_fr,ecoscore_grade_fr,main_category,image_url,image_small_url,image_front_url,image_front_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,energy-kj_100g,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,-butyric-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-behenic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-montanic-acid_100g,-melissic-acid_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,-alpha-linolenic-acid_100g,-eicosapentaenoic-acid_100g,-docosahexaenoic-acid_100g,omega-6-fat_100g,-linoleic-acid_100g,-arachidonic-acid_100g,-gamma-linolenic-acid_100g,-dihomo-gamma-linolenic-acid_100g,omega-9-fat_100g,-oleic-acid_100g,-elaidic-acid_100g,-gondoic-acid_100g,-mead-acid_100g,-erucic-acid_100g,-nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,-sucrose_100g,-glucose_100g,-fructose_100g,-lactose_100g,-maltose_100g,-maltodextrins_100g,starch_100g,polyols_100g,fiber_100g,-soluble-fiber_100g,-insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,search_category,search_country
90444128,https://world.openfoodfacts.org/product/90444128,openfoodfacts-contributors,1568112159,1631206928,Grillsenf,NA,NA,200.0 g,Produkt,produkt,NA,Haas,haas,"Groceries,Sauces","en:groceries,en:sauces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austria,Bulgaria","water, mustard seeds, vinegar, sugar, salt, horseradish, spices",en:mustard,en:mustard,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,3,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:sauces,https://images.openfoodfacts.org/images/products/90444128/front_en.22.400.jpg,https://images.openfoodfacts.org/images/products/90444128/front_en.22.200.jpg,https://images.openfoodfacts.org/images/products/90444128/front_en.22.400.jpg,https://images.openfoodfacts.org/images/products/90444128/front_en.22.200.jpg,https://images.openfoodfacts.org/images/products/90444128/ingredients_en.3.400.jpg,https://images.openfoodfacts.org/images/products/90444128/ingredients_en.3.200.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
41047224,https://world.openfoodfacts.org/product/41047224,kiliweb,1523185500,1629742054,Süßer Senf,NA,NA,200ml,Glas,glas,NA,"Händlmaier, Händlmaier","handlmaier,handlmaier","Lebensmittel, Gewürzmittel, Saucen, Senfe","en:groceries,en:condiments,en:sauces,en:mustards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Österreich,NA,"Austria,France,Germany","Wasser, Brauner Zucker (Zucker, Glukosesirup, Zuckerrübenmelasse), Senfsaaten, Branntweinessig, Gewürze",en:mustard,en:mustard,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,6,c,4,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:mustards,https://images.openfoodfacts.org/images/products/41047224/front_de.33.400.jpg,https://images.openfoodfacts.org/images/products/41047224/front_de.33.200.jpg,https://images.openfoodfacts.org/images/products/41047224/front_de.33.400.jpg,https://images.openfoodfacts.org/images/products/41047224/front_de.33.200.jpg,https://images.openfoodfacts.org/images/products/41047224/ingredients_de.21.400.jpg,https://images.openfoodfacts.org/images/products/41047224/ingredients_de.21.200.jpg,https://images.openfoodfacts.org/images/products/41047224/nutrition_en.9.400.jpg,https://images.openfoodfacts.org/images/products/41047224/nutrition_en.9.200.jpg,952,225,952,NA,2.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0.1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
0084909002358,https://world.openfoodfacts.org/product/0084909002358,tacinte,1419214546,1625984018,Cock gelbe currypaste,NA,NA,400 g,"Pot,Couvercle,Plastique,Sachet sous vide,Produkt","pot,couvercle,plastique,sachet-sous-vide,produkt",NA,Cock brand,cock-brand,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Lebensmittel, Saucen, Currypasten, Gelbe Currypasten","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:sauces,en:curry-pastes,en:yellow-curry-pastes",NA,NA,Thaïlande,thailande,Grüner Punkt,en:green-dot,NA,NA,NA,NA,"Paris,France,Deutschland","Tang frères,go asia","Österreich,Frankreich,Deutschland","Getrocknete rote Chili 20%, Schalotten, Knoblauch, Zitronengras, Salz, Galgant, Kurkuma, Kreuzkümmel, Koriandersamen, Gewürze (Zimt, Muskatblüte).","fr:Cumin,fr:Graine de coriandre","fr:cumin,fr:graine-de-coriandre",NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,14,d,3,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:yellow-curry-pastes,https://images.openfoodfacts.org/images/products/008/490/900/2358/front_de.45.400.jpg,https://images.openfoodfacts.org/images/products/008/490/900/2358/front_de.45.200.jpg,https://images.openfoodfacts.org/images/products/008/490/900/2358/front_de.45.400.jpg,https://images.openfoodfacts.org/images/products/008/490/900/2358/front_de.45.200.jpg,https://images.openfoodfacts.org/images/products/008/490/900/2358/ingredients_de.29.400.jpg,https://images.openfoodfacts.org/images/products/008/490/900/2358/ingredients_de.29.200.jpg,https://images.openfoodfacts.org/images/products/008/490/900/2358/nutrition_de.47.400.jpg,https://images.openfoodfacts.org/images/products/008/490/900/2358/nutrition_de.47.200.jpg,568,136,568,NA,4.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,11.30000025,4.5200001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
4260353175800,https://world.openfoodfacts.org/product/4260353175800,kiliweb,1538652781,1610944725,Classic Sauce Barbecue,NA,NA,350.0 g,Flasche,flasche,NA,NA,NA,"Epicerie, Sauces, Sauces barbecue","en:groceries,en:sauces,en:barbecue-sauces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frankreich, en:at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,c,NA,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:barbecue-sauces,https://images.openfoodfacts.org/images/products/426/035/317/5800/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/426/035/317/5800/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/426/035/317/5800/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/426/035/317/5800/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/426/035/317/5800/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/426/035/317/5800/ingredients_fr.7.200.jpg,NA,NA,NA,11,46,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,2.03,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
4008100168220,https://world.openfoodfacts.org/product/4008100168220,waistline-app,1538363460,1616921674,Pizzasauce Oregano,NA,NA,400 g,"Dose, Metall","dose,metall",NA,Oro di Parma,oro-di-parma,"Groceries, Sauces, Pizza sauces","en:groceries,en:sauces,en:pizza-sauces",Italien,en:italien,Italien,italien,No lactose,en:no-lactose,NA,NA,NA,NA,Deutschland,REWE,"Österreich,Deutschland,en:germany","Tomatenstücke, Tomatenmark, Zucker, Salz, Oregano, natürliches Oregano-Aroma, Säureregulator: Citronensäure.",NA,NA,NA,NA,100g,100,NA,0,NA,0,NA,NA,0,NA,NA,5,c,NA,Fat and sauces,Dressings and sauces,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:packaging-photo-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:pizza-sauces,https://images.openfoodfacts.org/images/products/400/810/016/8220/front_en.57.400.jpg,https://images.openfoodfacts.org/images/products/400/810/016/8220/front_en.57.200.jpg,https://images.openfoodfacts.org/images/products/400/810/016/8220/front_en.57.400.jpg,https://images.openfoodfacts.org/images/products/400/810/016/8220/front_en.57.200.jpg,https://images.openfoodfacts.org/images/products/400/810/016/8220/ingredients_en.18.400.jpg,https://images.openfoodfacts.org/images/products/400/810/016/8220/ingredients_en.18.200.jpg,https://images.openfoodfacts.org/images/products/400/810/016/8220/nutrition_en.59.400.jpg,https://images.openfoodfacts.org/images/products/400/810/016/8220/nutrition_en.59.200.jpg,209,50,209,NA,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,1.3,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
06780180,https://world.openfoodfacts.org/product/06780180,joergz,1610875269,1611055866,Mittelscharfer Senf,NA,NA,10 ml,Folienblister,folienblister,NA,Develey,develey,"Lebensmittel, Gewürzmittel, Saucen, Senfe","en:groceries,en:condiments,en:sauces,en:mustards",Allemagne,en:germany,Deutschland,deutschland,"Ohne Konservierungsstoffe, Nutriscore, Nutriscore D, Klimaneutral","en:no-preservatives,en:nutriscore,en:nutriscore-grade-d,de:klimaneutral",NA,NA,NA,NA,Deutschland,Rewe,"Autriche,Allemagne","Trinkwasser, Senfsaat, Branntweinessig, Salz, Zucker, Gewürze, Karamellizuckersirup. Nährwerte pro 100 ml Brennwert 454 kJ/ 109 kcal; Fett 6,3 g;",en:mustard,en:mustard,NA,NA,10g,10,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,3,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:origins-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:mustards,https://images.openfoodfacts.org/images/products/06780180/front_de.4.400.jpg,https://images.openfoodfacts.org/images/products/06780180/front_de.4.200.jpg,https://images.openfoodfacts.org/images/products/06780180/front_de.4.400.jpg,https://images.openfoodfacts.org/images/products/06780180/front_de.4.200.jpg,https://images.openfoodfacts.org/images/products/06780180/ingredients_de.7.400.jpg,https://images.openfoodfacts.org/images/products/06780180/ingredients_de.7.200.jpg,https://images.openfoodfacts.org/images/products/06780180/nutrition_de.11.400.jpg,https://images.openfoodfacts.org/images/products/06780180/nutrition_de.11.200.jpg,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,3.9,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
4002359636004,https://world.openfoodfacts.org/product/4002359636004,date-limite-app,1585167437,1628323428,Cremiges Curry,NA,NA,400g,"Glas, produkt","glas,produkt",NA,Uncle Bens,uncle-bens,"Groceries, Sauces","en:groceries,en:sauces",NA,NA,NA,NA,Green Dot,en:green-dot,NA,NA,NA,NA,NA,NA,"Österreich,Frankreich,Deutschland","Water, onions, carrots, coconut 4,5%, sugar, tomatoes, corn 3,2%, green pepper 2,6%, red pepper, bamboo shoots, modified starch, palm fat, coconut flakes, onion powder, sunflower oil, salt, acidity regulator (lactic acid), _skimmed milk powder_, curry powder, _milk sugar_, _milk protein_, spices.","en:milk,de:Milcheiweiss,en:milk sugar,en:skimmed milk powder","en:milk,de:milcheiweiss,en:milk-sugar,en:skimmed-milk-powder",en:milk,en:milk,serving,0,NA,2,"en:e14xx,en:e270",0,NA,NA,0,NA,NA,8,c,4,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:sauces,https://images.openfoodfacts.org/images/products/400/235/963/6004/front_en.92.400.jpg,https://images.openfoodfacts.org/images/products/400/235/963/6004/front_en.92.200.jpg,https://images.openfoodfacts.org/images/products/400/235/963/6004/front_en.92.400.jpg,https://images.openfoodfacts.org/images/products/400/235/963/6004/front_en.92.200.jpg,https://images.openfoodfacts.org/images/products/400/235/963/6004/ingredients_en.97.400.jpg,https://images.openfoodfacts.org/images/products/400/235/963/6004/ingredients_en.97.200.jpg,https://images.openfoodfacts.org/images/products/400/235/963/6004/nutrition_en.51.400.jpg,https://images.openfoodfacts.org/images/products/400/235/963/6004/nutrition_en.51.200.jpg,NA,115,481,NA,6.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6.8,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,1.4,NA,NA,NA,0.75,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
4002359176302,https://world.openfoodfacts.org/product/4002359176302,date-limite-app,1484414894,1611406048,Uncle Ben's Süß-Sauer Extra Ananas,NA,NA,400g,"Glas, Glas/Gläser","glas,glas-glaser",NA,Uncle Bens,uncle-bens,"Lebensmittel, Saucen, Süßsaure Soßen","en:groceries,en:sauces,en:sweet-and-sour-sauces",NA,NA,Europäische Union,europaische-union,"Vegetarisch, Grüner Punkt, Ohne Farbstoffzusatz","en:vegetarian,en:green-dot,en:no-colorings",NA,NA,NA,NA,Deutschland,NETTO,"Austria,France,Germany","Wasser, Ananas (15%), Tomaten (13%), Zucker, Karotten (6.6%), Branntweinessig, Zwiebeln, Modifizierte Starke, Grüner Paprika, Roter Paprika (2.6%), _Sellerie_, Bambussprossen, Tamarindensaft, Salz, Farbstoff (Paprikaextrakt), Gewürze",en:celery,en:celery,NA,NA,133g,133,NA,0,NA,0,NA,NA,0,NA,NA,4,c,4,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:sweet-and-sour-sauces,https://images.openfoodfacts.org/images/products/400/235/917/6302/front_de.31.400.jpg,https://images.openfoodfacts.org/images/products/400/235/917/6302/front_de.31.200.jpg,https://images.openfoodfacts.org/images/products/400/235/917/6302/front_de.31.400.jpg,https://images.openfoodfacts.org/images/products/400/235/917/6302/front_de.31.200.jpg,https://images.openfoodfacts.org/images/products/400/235/917/6302/ingredients_de.27.400.jpg,https://images.openfoodfacts.org/images/products/400/235/917/6302/ingredients_de.27.200.jpg,https://images.openfoodfacts.org/images/products/400/235/917/6302/nutrition_de.34.400.jpg,https://images.openfoodfacts.org/images/products/400/235/917/6302/nutrition_de.34.200.jpg,311,73,311,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,13.8,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0.3,NA,NA,NA,0.42,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
8854404000225,https://world.openfoodfacts.org/product/8854404000225,date-limite-app,1478269976,1610798244,Royal Thai Cuisine Påte de Curry Jaune Thaï,NA,NA,70g,NA,NA,NA,BLUE ELEPHANT,blue-elephant,"Epicerie, Sauces, Pâtes de curry","en:groceries,en:sauces,en:curry-pastes",NA,NA,NA,NA,Point Vert,en:green-dot,NA,NA,NA,NA,NA,NA,"Autriche, Suisse","citronelle 17.4%, ail, huile de soja, échalote 12.7%, piment rouge séché, sel poudre de coriandre 4.4%, poudre de curry (turmeric, coriandre, fenugrec, blé (gluten), sel, cumin, fenouil, moutarde, piment, poivre blanc), 4.4%, galanga 4.2%, gingermbre, curcuma, bergamote, épices (poudre de coriandre, poudre de cumin, poudre de girofle, poudre de cardamome, poudre de curry, noix de muscade poudre, poudre de cannelle, feuilles de laurier, poudre de turmeric) 1.9%, racine de coriandre, poudre de cumin, poudre de turmeric, acide citrique (E330).",NA,"en:gluten,en:mustard,en:soybeans",NA,NA,15 g,15,NA,1,en:e330,0,NA,NA,0,NA,NA,17,d,4,Fat and sauces,Dressings and sauces,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded",NA,NA,NA,en:curry-pastes,https://images.openfoodfacts.org/images/products/885/440/400/0225/front_fr.13.400.jpg,https://images.openfoodfacts.org/images/products/885/440/400/0225/front_fr.13.200.jpg,https://images.openfoodfacts.org/images/products/885/440/400/0225/front_fr.13.400.jpg,https://images.openfoodfacts.org/images/products/885/440/400/0225/front_fr.13.200.jpg,NA,NA,https://images.openfoodfacts.org/images/products/885/440/400/0225/nutrition_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/885/440/400/0225/nutrition_fr.15.200.jpg,1057,NA,1057,NA,19,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,5.39999999999999,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,Sauces,Austria
